ticker;name;isin;country;currency;gics_sector_name;industry_group;region_en;Weight in MSCI World;Annualized return 20Y;Annualized return 10Y;Annualized return 5Y;Annualized return 1Y;Volatility 20Y;Volatility 10Y;Volatility 5Y;Volatility 1Y;Sharpe 20Y;Sharpe 10Y;Sharpe 5Y;Sharpe 1Y;VaR 99% 20Y;VaR 99% 10Y;VaR 99% 5Y;VaR 99% 1Y;VaR 95% 20Y;VaR 95% 10Y;VaR 95% 5Y;VaR 95% 1Y;CVaR 95% 20Y;CVaR 95% 10Y;CVaR 95% 5Y;CVaR 95% 1Y;Max drawdown 20Y;Max drawdown 10Y;Max drawdown 5Y;Max drawdown 1Y;ROA;ROE;ROIC;Net margin;Gross margin;Dividend payout ratio;Dividend yield;FCF yield;Debt assets;Quick ratio;Current ratio;PE ratio;PB ratio;PS ratio;PCF ratio;ITR;S1_ITR;S2_ITR;S3_ITR;CBN_LCT_SCORE;IVA_COMPANY_RATING;E_SCORE;S_SCORE;G_SCORE;E_CONTROVERSY;S_CONTROVERSY;G_CONTROVERSY;SDG_01_NET_ALIGNMENT_SCORE;SDG_02_NET_ALIGNMENT_SCORE;SDG_03_NET_ALIGNMENT_SCORE;SDG_04_NET_ALIGNMENT_SCORE;SDG_05_NET_ALIGNMENT_SCORE;SDG_06_NET_ALIGNMENT_SCORE;SDG_07_NET_ALIGNMENT_SCORE;SDG_08_NET_ALIGNMENT_SCORE;SDG_09_NET_ALIGNMENT_SCORE;SDG_10_NET_ALIGNMENT_SCORE;SDG_11_NET_ALIGNMENT_SCORE;SDG_12_NET_ALIGNMENT_SCORE;SDG_13_NET_ALIGNMENT_SCORE;SDG_14_NET_ALIGNMENT_SCORE;SDG_15_NET_ALIGNMENT_SCORE;SDG_16_NET_ALIGNMENT_SCORE;SDG_17_NET_ALIGNMENT_SCORE;EST_EU_TAXONOMY_MAX_REV;EU_TAXONOMY_ELIGIBLE_MAX_REV;CWEAP_TIE;TOB_PRODUCER;REP_EU_TAXONOMY_CAPEX_ELIGIBLE;REP_EU_TAXONOMY_OPEX_ELIGIBLE;CT_TOTAL_MAX_REV;SCOPE_1;SCOPE_2;SCOPE_3;FOOTPRINT_SCOPE_1;FOOTPRINT_SCOPE_2;FOOTPRINT_SCOPE_3;INTENSITY_SCOPE_1;INTENSITY_SCOPE_2;INTENSITY_SCOPE_3;EV;SALES
3382 JP Equity;Seven & i Holdings Co Ltd;JP3422950000;JAPAN;JPY;Consumer Staples;Food;Japan;0.00051879;0.051952653;0.066062478;0.096853216;0.283644924;0.293755723;0.271765911;0.309648841;0.387276991;0.176856648;0.243085961;0.312784041;0.732408407;-0.045981399;-0.042760548;-0.046108597;-0.053756944;-0.027177817;-0.025023463;-0.027233075;-0.022889789;-0.039898118;-0.03605051;-0.04066754;-0.043150965;-0.638531955;-0.401967509;-0.32036491;-0.259473998;0.965442068;2.82960719;1.524831859;0.886964174;26.3767901;95.66509743;1.4913;6.156;37.3435895;0.790972442;0.880025438;64.149;1.85319;0.564903;7.04816;10;1.3;10;10;3.37;A;4.1;4.6;6.9;10;2;10;2;1.5;-1;0;2;1.5;-10;0;0;1.5;0;-10;-10;0.5;0;0;2;0;55.12;;0;;;0;114083;2571802;98704384.23;8.238860126;185.7307132;7128.245361;1.552655203;35.00189998;1343.354187;58720.10396;73476.06848
STZ US Equity;Constellation Brands Inc;US21036P1084;UNITED STATES;USD;Consumer Staples;Beverages;North America;0.00051394;0.137158452;0.109796559;0.057619505;-0.011089045;0.296822441;0.256072142;0.269413296;0.189460434;0.462089225;0.428771979;0.213870311;-0.058529608;-0.048664009;-0.043886066;-0.045894557;-0.037472189;-0.024813404;-0.022468268;-0.023774151;-0.018053931;-0.040865392;-0.037449299;-0.039771704;-0.029672897;-0.685487747;-0.500233351;-0.49010082;-0.152284423;2.867732473;7.939243904;3.584074032;6.739399415;50.17675825;104.9531459;1.62689;2.25605;53.14125106;0.456035269;1.103526908;64.5114;5.5694;4.30047;14.6432;2.3;2.2;2.1;2.3;5.73;A;5.6;5.8;5.9;10;10;10;1;0;0;0;2.5;1;0;1.5;-0.5;1.5;0;1.5;1.5;0;0;1;0;0;0;;0;;;0;311104;78269;5821273.46;24.34988976;6.1260592;455.6269511;31.62864786;7.957283221;591.8246257;54180.32529;9836.14606
SGO FP Equity;Cie de Saint-Gobain;FR0000125007;FRANCE;EUR;Industrials;Building Materials;Europe;0.00051392;0.058697264;0.116281056;0.204413034;0.305675836;0.337401804;0.287381547;0.327817891;0.232922838;0.173968435;0.404622554;0.623556674;1.312348064;-0.057587307;-0.044426621;-0.048517992;-0.036290172;-0.031401185;-0.026315387;-0.03179657;-0.02135656;-0.048770247;-0.04149122;-0.047654821;-0.032251058;-0.786448925;-0.629087272;-0.514992565;-0.11078163;5.007783895;12.28556798;7.909123376;6.197528738;26.82869075;39.91333105;3.15032;7.67854;29.37869275;0.986295555;1.411133345;12.6809;1.51405;0.790583;6.26826;2.1;3.6;8.7;1.9;5.94;A;7.6;4.1;4.8;10;1;4;1.5;0;-2;0.5;2.5;2.5;1;1;-1;2.5;0;2.5;0.5;-0.5;-1;1;2;15.19;100;;0;23;23;15.19;7738985;2683968.8;28763926.47;706.1692992;244.907616;2624.659667;166.5945882;57.7769148;619.1915975;46473.8;46454
GIS US Equity;General Mills Inc;US3703341046;UNITED STATES;USD;Consumer Staples;Food;North America;0.00051336;0.084802706;0.057733538;0.07456738;0.068079218;0.203933547;0.220705604;0.23129835;0.185714217;0.415834995;0.261586191;0.322386129;0.366580539;-0.034065618;-0.038077577;-0.03970953;-0.027752082;-0.0192233;-0.02153212;-0.02137737;-0.019617816;-0.029678167;-0.032198847;-0.031968052;-0.025530485;-0.480332826;-0.480332826;-0.308513096;-0.13730145;8.055764009;28.02228262;12.53171199;15.18482472;37.41722486;51.78754053;3.66154;3.98589;43.48292166;0.674638286;0.919880862;14.1437;3.90112;1.83033;10.1706;1.7;1.3;4.2;1.7;5.8;AAA;5.5;7.6;5.5;10;4;10;3;4;0;0;2.5;2.5;1;2;0.5;2;0;2;1.5;-0.5;0;1;2;0.71;0;;0;;;0.71;317900;514700;13028768.34;28.53995;46.2079656;1169.677247;16.53776877;26.77568288;677.7815608;47235.69747;19222.66567
9434 JP Equity;SoftBank Corp;JP3732000009;JAPAN;JPY;Communication Services;Telecommunications;Japan;0.00051216;0.016854333;0.033945608;0.053949452;0.117749847;0.181171382;0.181171382;0.169931061;0.175250792;0.093029774;0.187367387;0.317478464;0.67189338;-0.028704774;-0.028704774;-0.028633781;-0.024981737;-0.01670786;-0.01670786;-0.016720198;-0.017410882;-0.025235943;-0.025235943;-0.023944503;-0.023160215;-0.221291562;-0.221291562;-0.221291562;-0.104994794;3.338230221;21.02141829;7.893068748;8.08098855;48.295922;79.71007776;4.59402;4.13844;40.48775155;0.710877898;0.740173103;17.3508;3.51944;1.41598;6.55374;1.5;1.3;1.8;1.5;6.46;AAA;10;8.9;7;10;6;4;0.5;0;0;0.5;1.5;1;0;2.5;-0.5;2.5;0;2;2;0;0;1;2;1.28;61.02;;0;;;1.16;12247.57;604869.91;3460656;0.563905685;27.84957188;159.3363903;0.316355819;15.62384341;89.38905135;92103.57115;38714.53996
NWG LN Equity;NatWest Group PLC;GB00BM8PJY71;BRITAIN;GBp;Financials;Banks;Europe;0.00051212;-0.101114941;0.028108097;0.154706068;1.009541652;0.490220553;0.358890256;0.368353987;0.260899883;-0.206264181;0.078319478;0.419992924;3.869459965;-0.079759345;-0.064417898;-0.068241996;-0.032606216;-0.040902425;-0.034044392;-0.034752798;-0.021245278;-0.069883066;-0.052874004;-0.05559323;-0.031972673;-0.98647548;-0.790666338;-0.646635697;-0.150512257;0.624476046;13.65820809;6.245013926;15.43998062;;33.50564809;5.08869;-78.5109;6.867847455;;2.225942345;6.58434;0.843577;0.996205;;1.4;1.3;1.5;1.4;6.03;AA;10;4.2;6.5;10;2;1;0;0;0;0.5;2;0.5;2;2.5;1.5;0.5;0;1;2;0;0;-1.5;0;0;0;;0;;;0;12922;51829;12256631.88;1.098358149;4.405417466;1041.802469;0.369998759;1.484032322;350.9471119;49890.60525;34924.4415
IQV US Equity;IQVIA Holdings Inc;US46266C1053;UNITED STATES;USD;Health Care;Healthcare-Services;North America;0.0005082;0.094180181;0.142958403;0.064591927;-0.092022013;0.281370939;0.289513644;0.330339518;0.297830239;0.334718935;0.493788138;0.195531942;-0.308974713;-0.045967746;-0.048703679;-0.053076011;-0.048122191;-0.026581134;-0.027115932;-0.02839567;-0.027518553;-0.039657861;-0.041361388;-0.0474031;-0.041323508;-0.488968331;-0.488968331;-0.488968331;-0.239878898;5.28622759;22.00125274;7.435436071;7.320832263;28.17878243;0;0;4.49257;50.40470935;0.805491991;0.805491991;31.0809;6.1768;2.85032;16.9317;1.5;1.3;1.3;1.6;6.38;AA;10;5.1;6.6;10;8;10;1;0;0;0.5;2.5;0.5;2;2.5;1.5;2.5;0;1.5;2;0;0;1.5;3;0;95.15;;0;;;0;9903;35014;2948010.31;0.781442263;2.762942483;232.6264616;0.669492892;2.367123509;199.3004087;53740.64761;14791.7926
FERG US Equity;Ferguson PLC;US31488V1070;BRITAIN;USD;Industrials;Distribution/Wholesale;Europe;0.00050702;0.142483645;0.147904363;0.167901938;-0.035281644;0.300870496;0.301747319;0.349382338;0.283227303;0.473571342;0.490159659;0.480567906;-0.124570067;-0.05054274;-0.053136645;-0.054868919;-0.058144655;-0.021782768;-0.024411367;-0.028019204;-0.027027842;-0.040832031;-0.043371038;-0.04781399;-0.045579618;-0.567293298;-0.567293298;-0.567293298;-0.213277483;10.1334295;30.61280073;16.42314436;6.04734946;28.9500772;38.44536553;1.62651;1.71555;33.44406217;0.911657083;1.67712145;23.6367;6.96789;1.3335;23.5317;10;1.3;1.7;10;5.54;AAA;3.9;7.6;7.9;6;4;10;1;0;0.5;0.5;2.5;0.5;1;2;0.5;1.5;0.5;1.5;2;0.5;0;1;1;0;100;;0;;;3.29;172469;80340;23664503.26;16.98227413;7.910731227;2330.140962;6.012250302;2.800643532;824.9419714;43067.35602;28686.2641
GEHC US Equity;GE HealthCare Technologies Inc;US36266G1076;UNITED STATES;USD;Health Care;Healthcare-Products;North America;0.00050442;0.014493103;0.029155873;0.058902082;0.076964733;0.28310672;0.28310672;0.28310672;0.27021653;0.051193072;0.10298545;0.208056108;0.284826146;-0.038008178;-0.038008178;-0.038008178;-0.030792361;-0.025324257;-0.025324257;-0.025324257;-0.022876189;-0.037829966;-0.037829966;-0.037829966;-0.036871929;-0.250640429;-0.250640429;-0.250640429;-0.18908891;5.060615668;21.69860176;9.492254977;9.685379395;40.83898828;3.28659071;0.127864;3.80944;31.70285039;0.940369089;1.185351788;25.7039;5.15519;2.20253;20.6308;3.9;1.4;2;4.1;5.39;A;10;4.2;6.9;10;6;10;2.5;0;1.5;0;2.5;1;1;2;1;2.5;0;1;1;0;0;1.5;3;0;33.75;;0;;;0;113528;183020;23037572.81;9.882182374;15.93119775;2005.33345;6.009611249;9.68817429;1219.49525;48717.29148;18891.0722
HUBS US Equity;HubSpot Inc;US4435731009;UNITED STATES;USD;Information Technology;Software;North America;0.00050104;0.18973405;0.367386504;0.356706657;0.271201387;0.491891698;0.48718063;0.535934718;0.36221715;0.385723221;0.754107372;0.665578558;0.74872597;-0.072960562;-0.072937227;-0.085094211;-0.047074344;-0.047493131;-0.047842108;-0.052791649;-0.034143432;-0.067218121;-0.06715279;-0.074020927;-0.049748513;-0.661072441;-0.661072441;-0.661072441;-0.352450868;-0.43821259;-0.950439058;-0.704972904;1.216327396;85.16934664;;0;1.72522;21.31002643;1.547542431;1.547542431;;15.5992;10.9825;54.1014;1.4;1.3;1.3;1.5;6.6;AA;10;6.2;5.5;10;10;10;0.5;0;0;0;2.5;0;1;0.5;0.5;2;0;0.5;1.5;0;0;1;3;0;0;;0;;;0;0;4738.65;234163.3;0;0.789685164;39.02277738;0;1.957460699;96.72912264;25446.82868;2420.814886
ODFL US Equity;Old Dominion Freight Line Inc;US6795801009;UNITED STATES;USD;Industrials;Transportation;North America;0.00049802;0.231106823;0.228646081;0.244691714;-0.066745008;0.367094193;0.31109675;0.348304762;0.339724048;0.629557284;0.734967757;0.702521874;-0.196468305;-0.059639319;-0.051288666;-0.055522048;-0.052189176;-0.03465157;-0.029698605;-0.032665547;-0.035279025;-0.051314089;-0.043898759;-0.04905714;-0.051395378;-0.539005132;-0.383956028;-0.314426293;-0.252588238;23.23129634;30.24067763;29.87817704;20.98882405;33.87132867;17.12717804;0.493355;1.81689;1.105544939;1.327827956;1.327827956;34.7157;10.1702;7.21622;25.2241;2.9;6.4;3.5;2.2;6;AA;5.4;3.9;6.6;10;4;10;0.5;0;0;0.5;0.5;0;1.5;1;1.5;0;0;1;0.5;0;0;0;1;0;100;;0;;;0;1198591;26690;1381891.36;123.1267973;2.741764472;141.9565618;209.4521728;4.664041773;241.4836654;41281.11715;5722.504493
SLF CN Equity;Sun Life Financial Inc;CA8667961053;CANADA;CAD;Financials;Insurance;North America;0.00049622;0.074113407;0.097716942;0.102562071;0.252257436;0.296514382;0.234680664;0.251518248;0.155187783;0.249948776;0.416382589;0.407771888;1.625498035;-0.05613939;-0.042342972;-0.044732603;-0.020873378;-0.024626064;-0.020963581;-0.020538157;-0.012469446;-0.044284974;-0.034139595;-0.036656003;-0.020670124;-0.760993063;-0.502442638;-0.502442638;-0.14285876;1.07865821;15.02961755;11.89772077;7.023940429;;51.89887879;4.05354;24.5001;1.815630086;;92.18681319;12.8034;1.96731;0.879284;3.43762;2;1.3;1.3;2;6.59;AAA;5.9;6.2;7.1;10;10;10;1;0;0;0.5;2.5;0;2;2.5;2;1.5;0;1;2;0;0;2.5;1;0;85.16;;0;;;0;15057;19161;8947866;1.726438954;2.197004503;1025.964297;0.432566193;0.550468275;257.0594626;36984.54125;34808.5455
KDP US Equity;Keurig Dr Pepper Inc;US49271V1008;UNITED STATES;USD;Consumer Staples;Beverages;North America;0.00049557;0.119901547;0.099271998;0.053864912;0.050559483;0.262207729;0.248546838;0.245268918;0.177779349;0.457276937;0.399409619;0.219615727;0.284394577;-0.041608714;-0.035411096;-0.036624606;-0.033727884;-0.021512514;-0.02017011;-0.02003685;-0.015446917;-0.035624993;-0.032555623;-0.032379237;-0.028333199;-0.497849625;-0.379961802;-0.355412275;-0.137855125;4.360601449;9.051715574;6.033957566;15.03828888;53.22814893;52.95328008;2.33458;-0.133218;31.4901931;0.341213145;0.532796467;22.6822;2.0361;3.36969;30.6203;1.9;1.6;2.4;2;5.74;AA;5.1;6;7;10;6;10;3.5;2.5;0;0.5;2;1;2;2;1.5;2.5;0;1.5;2;-0.5;0;0.5;3;0;0;;0;;;0;286787;174778;10727034.25;18.76872984;11.43831856;702.0290594;19.60071881;11.94536165;733.1489295;64797.4015;14631.4532
DHL GY Equity;Deutsche Post AG;DE0005552004;GERMANY;EUR;Industrials;Transportation;Europe;0.00049225;0.054931648;0.053228084;0.035154068;-0.184135497;0.277897983;0.252476577;0.286941015;0.212071869;0.197668394;0.210823849;0.122513222;-0.868269318;-0.04767811;-0.043070147;-0.051278202;-0.047306466;-0.026465784;-0.025045463;-0.027428327;-0.020912364;-0.040551549;-0.037445047;-0.043156736;-0.036967818;-0.726245324;-0.508693783;-0.489133298;-0.208539384;4.831701002;14.15878601;7.868684153;3.647047397;9.552253302;59.88605464;4.1244;5.11491;35.00680455;0.858947267;0.910287196;14.6143;2.10163;0.576866;6.38453;1.3;1.3;1.3;1.3;6.34;A;8;3.8;5.9;10;3;5;-0.5;0;0;0.5;2.5;0;1;1.5;0.5;2.5;0;0.5;0.5;0;0;0;2;0;48.2;;0;91.2;82.2;0;8250000;50000;12852793.54;514.8108009;3.12006546;802.0311437;99.60159363;0.603646022;155.1707538;67957.8;82830
IDXX US Equity;IDEXX Laboratories Inc;US45168D1046;UNITED STATES;USD;Health Care;Healthcare-Products;North America;0.0004914;0.198288865;0.202021321;0.111170398;-0.200834322;0.290157164;0.313132032;0.332840793;0.264987033;0.68338435;0.645163383;0.334004726;-0.75790245;-0.048815314;-0.050294513;-0.055384865;-0.039859017;-0.027741946;-0.031038326;-0.033810963;-0.024121095;-0.041765294;-0.045124728;-0.047526717;-0.036908908;-0.508307135;-0.479885707;-0.479885707;-0.297995555;26.91365926;59.42380982;40.63109034;23.86783566;61.04559204;0;0;1.88888;29.79259071;0.976426442;1.362667753;48.7438;25.6152;10.9138;45.7682;1.7;1.3;1.4;1.8;6.3;AAA;10;7;7.6;10;4;10;0.5;0;-0.5;0.5;2.5;0.5;1;2.5;0;2;0;1.5;2;0;0;1;2;0;4.59;;0;;;0;16458;18557;964148.35;1.694129675;1.910193485;99.24610101;4.431688415;4.996891598;259.6187309;41196.79408;3713.70874
6503 JP Equity;Mitsubishi Electric Corp;JP3902400005;JAPAN;JPY;Industrials;Machinery-Constr&Mining;Japan;0.00049028;0.093657918;0.072973273;0.08246065;0.295449886;0.339495894;0.289285167;0.29841837;0.423895227;0.275873493;0.252253766;0.276325648;0.696987999;-0.054831652;-0.044644926;-0.045455301;-0.065874161;-0.032004939;-0.026440899;-0.026218398;-0.034110849;-0.047160043;-0.039298551;-0.039870744;-0.056012275;-0.677914949;-0.40427143;-0.321485243;-0.298563549;4.801068783;7.912097179;7.448046406;5.283589158;34.41210582;36.87185114;2.17061;4.41643;6.298053622;1.311618665;2.029378244;16.9869;1.2756;0.895852;9.51283;10;1.5;2.3;10;3.69;AA;6.7;4.6;7.2;10;2;10;0.5;0;0;0;1;2;2.5;1.5;2;2;0.5;2.5;2;0.5;0;1;2;5.85;95.75;;0;;;5.85;234141.31;829858.69;71669726.27;35.44738457;125.6349003;10850.30382;7.10711859;25.18950681;2175.46081;28010.88685;32944.61842
ACGL US Equity;Arch Capital Group Ltd;BMG0450A1053;BERMUDA;USD;Financials;Insurance;Latin America;0.00048924;0.178199207;0.181703181;0.1800078;0.315725333;0.250008063;0.271292377;0.335984104;0.238968683;0.71277384;0.66976884;0.535762845;1.32119962;-0.042120758;-0.049682432;-0.059845789;-0.042723452;-0.022020862;-0.024141684;-0.030778401;-0.021597227;-0.03657867;-0.040199071;-0.050180919;-0.034297924;-0.538996187;-0.538996187;-0.538996187;-0.181304841;10.50443739;30.44811132;26.58381045;34.97672709;;0;0;15.5991;4.344224428;;0.565743035;7.5119;1.96275;2.61953;6.3225;1.4;1.3;1.3;1.5;6.67;A;4.5;4.1;7.2;10;10;10;1;0;0;0;2.5;0;1;2;0.5;1.5;0;1;2;0;0;2;2;0;100;;0;;;0;1443;5414;1122210.63;0.136746766;0.513060977;106.3469675;0.091495803;0.34328363;71.15562217;44748.89133;15771.2152
VMC US Equity;Vulcan Materials Co;US9291601097;UNITED STATES;USD;Materials;Building Materials;North America;0.00048795;0.103044167;0.167571423;0.144569779;0.207822797;0.342266793;0.308644878;0.328824232;0.238566897;0.301063874;0.542926304;0.439656708;0.871130067;-0.055350992;-0.048409684;-0.052887629;-0.037128797;-0.0324026;-0.028462928;-0.030312833;-0.021355343;-0.047455286;-0.041804627;-0.046300209;-0.031157434;-0.766759918;-0.492811827;-0.481872582;-0.174898126;5.888362718;11.1433349;7.238905084;10.42467189;28.20500025;28.50079519;0.722757;1.69153;27.20963775;2.021960987;2.85867459;39.4335;4.20407;4.50201;22.9531;1.5;1.3;2.2;1.6;5.64;A;5.8;5.1;5.5;4;10;10;1;-0.5;0;0.5;1.5;0;1;2;1;2;0;0.5;1.5;-0.5;-0.5;0.5;3;0;100;;0;;;0;898159;310639;5309623.51;107.1473591;37.0581918;633.420293;125.6866417;43.47022374;743.018494;35547.14839;7146.01797
GIVN SE Equity;Givaudan SA;CH0010645932;SWITZERLAND;CHF;Materials;Chemicals;Europe;0.00048739;0.132301361;0.125301177;0.099590695;0.144430576;0.211128903;0.206162519;0.232755541;0.184425857;0.626637844;0.607778651;0.427876797;0.783136261;-0.036093594;-0.036721525;-0.040242272;-0.023360332;-0.020500887;-0.0202325;-0.022782308;-0.017441366;-0.030435666;-0.030319426;-0.034643521;-0.022306592;-0.480605501;-0.394639243;-0.394639243;-0.182758694;8.691624205;25.00605767;12.42250978;14.50049178;40.9723198;70.24183852;1.95178;1.35116;43.68278466;0.939434724;1.427994616;38.077;9.11287;5.54271;28.4819;1.7;1.3;1.3;1.8;5.94;AAA;7.4;3.4;7.5;10;4;10;0;0;-0.5;0.5;2;1;1;1.5;0;2.5;0;0;1.5;-0.5;0;0.5;2;0;0;;0;;;0;153203;18258;3928909.58;13.84158117;1.64957337;354.9690337;20.22962632;2.410870005;518.791229;46936.91895;7573.1997
RMD US Equity;ResMed Inc;US7611521078;UNITED STATES;USD;Health Care;Healthcare-Products;North America;0.0004855;0.174909642;0.176283468;0.102755391;0.415336056;0.3057167;0.318055763;0.354288221;0.371852197;0.572129825;0.554253337;0.290033327;1.116938556;-0.049241293;-0.05344814;-0.064748581;-0.059116812;-0.025687436;-0.026130823;-0.030441949;-0.033222513;-0.043926753;-0.047050514;-0.052987501;-0.050850417;-0.487841234;-0.487841234;-0.487841234;-0.166263351;15.9402395;23.56456612;18.98887926;23.14898538;56.72433715;26.11554471;0.80698;2.95193;11.77226405;1.905965076;2.921343157;32.3621;6.89717;7.49495;25.0132;7.1;1.3;1.8;7.7;5.35;A;9.5;5.4;5.4;10;8;10;3;0;2.5;0;2;0.5;0.5;0.5;0.5;1.5;0;1;1;0;0;1;1;0;88.21;;0;;;0;4453;23939;4574971.22;0.536274206;2.88297063;550.9631839;0.958964635;5.15532324;985.2314404;35212.65722;4643.549761
LEN/B US Equity;Lennar Corp;US5260573028;UNITED STATES;USD;Consumer Discretionary;Home Builders;North America;0.00048172;0.070038307;0.163400223;0.268963719;0.059724824;0.501576805;0.363611571;0.428109611;0.291262183;0.139636256;0.449381252;0.628259007;0.205055195;-0.082880613;-0.057411632;-0.069610672;-0.050606861;-0.042073264;-0.034462429;-0.039329647;-0.034816369;-0.070842106;-0.051195868;-0.060562227;-0.044551989;-0.960796365;-0.608980149;-0.608980149;-0.216367916;9.764557088;14.4443537;13.16850323;11.02627907;22.67828161;13.94379257;1.21337;7.86767;5.466305936;1.060014169;4.709502618;11.4918;1.67056;1.24419;10.6463;3;1.3;1.6;3.3;5.91;BB;3.7;4.7;4.8;10;10;10;1.5;0;0;0;1;0.5;0;1.5;0;0.5;0.5;1;0;0;0;0;0;0;97.14;;0;;;4.86;130429;55066;16157071.6;13.45095122;5.678875709;1666.255065;3.813788533;1.610148658;472.4382951;41120.10162;34199.3267
OXY US Equity;Occidental Petroleum Corp;US6745991058;UNITED STATES;USD;Energy;Oil&Gas;North America;0.00047373;0.062437611;-0.008951417;0.067121408;-0.104954554;0.417284401;0.476370689;0.618836882;0.227096432;0.149628432;-0.018790865;0.108463813;-0.462158535;-0.066033852;-0.075434756;-0.085647697;-0.035845169;-0.034987548;-0.038146075;-0.050354526;-0.026711302;-0.056921441;-0.064206401;-0.08153368;-0.032006326;-0.884971911;-0.884971911;-0.813889283;-0.319012803;5.299752585;13.055981;7.646401962;15.91646677;36.70100183;21.87784868;1.6298;6.24806;32.22381502;0.762917933;1.001362541;13.4236;1.83247;1.82771;4.44158;10;10;10;10;2.11;A;4.6;5.7;6.8;4;4;10;1.5;0;-0.5;0;2.5;0.5;-10;1.5;1.5;2.5;-0.5;-10;-10;-0.5;-1.5;1;4;0.03;4.17;;0;;;0.03;17370000;4550000;234000000;900.2920489;235.8277963;12128.28667;653.6028232;171.2085691;8805.012126;81818.10494;26575.7726
ROK US Equity;Rockwell Automation Inc;US7739031091;UNITED STATES;USD;Industrials;Machinery-Diversified;North America;0.00047191;0.120578913;0.129446785;0.099480457;-0.005558183;0.325609536;0.301520978;0.342288533;0.329761874;0.37031751;0.429312697;0.290633332;-0.016855143;-0.054487224;-0.047420876;-0.054866193;-0.051021185;-0.028950417;-0.027005092;-0.028451733;-0.02595825;-0.047121122;-0.042460087;-0.050151448;-0.050087942;-0.766116631;-0.41697675;-0.41697675;-0.194611654;8.414943136;26.86157028;14.4472381;11.47650113;44.52257901;60.36533098;1.86247;0.223104;36.3689782;0.718138683;1.076944421;32.418;8.67931;3.72044;35.5854;2.4;1.4;2;2.4;6.17;AA;6.4;4.5;6.7;10;8;10;1;0;0;0;2.5;1;1.5;2;1;2;0.5;1.5;2.5;0;0;1.5;3;4.83;99.99;;0;;;4.83;24443;85522;3406706.5;3.107903889;10.87403986;433.1594477;3.062893488;10.71655594;426.8861906;33351.85087;7980.36239
ETR US Equity;Entergy Corp;US29364G1031;UNITED STATES;USD;Utilities;Electric;North America;0.00047158;0.083671;0.101903695;0.090527901;0.609676977;0.233661483;0.242496349;0.288422801;0.231062506;0.358086403;0.420227749;0.313872205;2.6385803;-0.039672758;-0.040271539;-0.047517176;-0.02800407;-0.02191373;-0.022098501;-0.026304064;-0.014292245;-0.033742478;-0.034708728;-0.041443066;-0.02514311;-0.471941374;-0.416250181;-0.416250181;-0.080322055;2.81936941;12.0858495;4.384618915;19.0538491;34.90832374;55.0213025;3.43439;-6.92981;44.99213018;0.567388022;0.871044329;16.0207;1.87711;2.39312;6.80403;3.3;4.4;1.3;2;3.72;BBB;6.1;4.6;5.5;10;2;4;0;0;-0.5;0;2.5;0;-10;1;-0.5;2;0;-10;-10;-0.5;-1;0.5;1;0.38;19.81;;0;;;0.38;35996463;157;8674207.31;2806.724781;0.012241641;676.347357;3141.695875;0.013702631;757.0666409;54386.73812;11457.65358
IFC CN Equity;Intact Financial Corp;CA45823T1066;CANADA;CAD;Financials;Insurance;North America;0.0004709;0.139695411;0.131858386;0.143393983;0.275899565;0.241908586;0.205483453;0.234714284;0.164710352;0.577471903;0.64169832;0.610929938;1.675059045;-0.039489746;-0.033352076;-0.038182139;-0.024696791;-0.021193049;-0.017664395;-0.019837895;-0.014545779;-0.034609615;-0.028463632;-0.033397685;-0.020029755;-0.618502689;-0.360568183;-0.360568183;-0.070852503;3.768798061;12.98685638;9.73801397;2.740270056;;40.86251879;1.82133;2.83728;9.740303541;;5.53710507;22.4355;2.86623;1.60094;17.2361;1.4;1.3;1.3;1.5;6.68;AA;6.5;4.6;6.4;10;10;10;0.5;0;0;0.5;2.5;0.5;1;2;0.5;1.5;0;0.5;0.5;0;0;2;1;0;100;;0;;;0;17865;9328;1547531.8;2.097926238;1.095407554;181.7300625;0.918287192;0.479472876;79.54540338;36111.5241;19454.698
WAB US Equity;Westinghouse Air Brake Technol;US9297401088;UNITED STATES;USD;Industrials;Machinery-Diversified;North America;0.00047009;0.170542141;0.100457829;0.21394728;0.57831774;0.34077847;0.313888636;0.330670752;0.206189657;0.500448698;0.320042899;0.647009988;2.804785395;-0.058746909;-0.053595039;-0.056020505;-0.029123534;-0.031586302;-0.030332635;-0.030944898;-0.015338249;-0.049244525;-0.046389123;-0.048312974;-0.026075682;-0.618417888;-0.618417888;-0.493179044;-0.127865197;5.656446961;10.29354588;7.576733205;10.25169409;29.43852856;12.82264779;0.423612;4.61351;23.10126582;0.650366748;1.296930182;30.2698;3.04842;3.06352;17.6105;1.4;4.3;8;1.4;5.97;A;4.1;5.9;5.1;10;3;10;0.5;0;0.5;0.5;2.5;1;1;1.5;6;2.5;1.5;2.5;1;0;-0.5;1;3;9.08;100;;0;;;9.08;129787;139043;5176974.55;16.01307854;17.15508086;638.7334638;13.00764591;13.93531025;518.8520565;34370.77878;9977.747
